""		"grids"		"richness"		"PD_obs"		"pd_rand_mean"		"pd_rand_sd"		"pd_obs_rank"		"zscore"		"pd_obs_p"		"reps"		"PD"		"SR"		"std_resid_loess"		"mpd"		"mntd"		"loess_mpd"		"loess_mntd"		"PE"		"WE"		"std_PE"		"ntaxa.x"		"mpd.obs"		"mpd.rand.mean"		"mpd.rand.sd"		"mpd.obs.rank"		"mpd.obs.z"		"mpd.obs.p"		"runs.x"		"ntaxa.y"		"mntd.obs"		"mntd.rand.mean"		"mntd.rand.sd"		"mntd.obs.rank"		"mntd.obs.z"		"mntd.obs.p"		"runs.y"		"hotspot10_stdPDloess"		"coldspot10_lstdPDloess"		"mpa"		"name"		"coldspot10_mpd"		"hotspot10_mpd"		"coldspot10_mntd"		"hotspot10_mntd"		"coldspot10_sr"		"hotspot10_sr"		"coldspot10_stdPE"		"hotspot10_stdPE"		"cluster"		"ED"		"COLOURS"		"geometry"
"88"		"cell_3.1655"		95		"2285,31252443488"		"2653,2790656515"		"61868,0913444243"		"64"		"-1,4793637462057"		"0,064"		999		"2285,31252443488"		24		"0,0952786769346395"		"383,438718125854"		"125,466160101709"		"-0,261363060199033"		"0,291728365870457"		"29,9617401593573"		"0,6403609056808"		"-0,300909753429198"		24		"383,438718125854"		"423,388753570311"		"20,8986186195023"		"54"		"-1,91161129698669"		"0,054"		999		24		"125,466160101709"		"138,756631490193"		"23,3755015719898"		"283"		"-0,568564116049155"		"0,283"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(128214.27767599, 163014.173106649, 81618.942477358, 64195.1160134174, 128214.27767599, -1219877.36604426, -1550976.25414039, -1557382.19771829, -1224915.78333659, -1219877.36604426))
"89"		"cell_3.1656"		66		"1963,69364657385"		"2375,23427343729"		"58495,4027643099"		"44"		"-1,70157794161281"		"0,044"		999		"1963,69364657385"		20		"-0,526974756144923"		"408,728679953098"		"101,366833935881"		"0,0875090238728434"		"-0,213981699602372"		"18,5609096751331"		"0,390869866335121"		"-0,314085299985781"		20		"408,728679953098"		"424,263890588611"		"23,6289240974646"		"226"		"-0,657465848695978"		"0,226"		999		20		"101,366833935881"		"150,17305623477"		"27,1389364170124"		"39"		"-1,798383751999"		"0,039"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(163014.173106649, 197693.800995767, 98982.5526461885, 81618.942477358, 163014.173106649, -1550976.25414039, -1880930.87301428, -1888699.61674218, -1557382.19771829, -1550976.25414039))
"90"		"cell_3.1657"		108		"2172,54347319663"		"2795,45109884512"		"62317,8968726145"		"8"		"-2,4952683236846"		"0,008"		999		"2172,54347319663"		26		"-1,31331167539676"		"353,634488097067"		"99,3460199962077"		"-0,680454707414772"		"-0,0460258346151952"		"54,0389926381579"		"1,51876435479524"		"-1,45811513886167"		26		"353,634488097067"		"423,960036114865"		"20,6316611752024"		"6"		"-3,40862267078734"		"0,006"		999		26		"99,3460199962077"		"134,500525826606"		"21,6088365971305"		"51"		"-1,62685786772374"		"0,051"		999		NA		"-1,31331167539676"		NA		NA		NA		NA		NA		NA		NA		NA		"-1,45811513886167"		NA		2		0,674155120046304		"#C3A1AE"		list(c(197693.800995767, 232227.843756461, 116273.270354223, 98982.5526461885, 197693.800995767, -1880930.87301428, -2209500.34191723, -2218626.1647581, -1888699.61674218, -1880930.87301428))
"91"		"cell_3.1669"		68		"1820,56658677864"		"2444,53767556105"		"59095,1056311531"		"6"		"-2,56678037909594"		"0,006"		999		"1820,56658677864"		21		"-1,85582160807391"		"326,482622770166"		"99,128379387066"		"-1,18975259880828"		"-0,205662094641339"		"18,9953182591399"		"0,452159228131296"		"-0,465709958883232"		21		"326,482622770166"		"424,454486004497"		"22,3827177325805"		"2"		"-4,37712097363949"		"0,002"		999		21		"99,128379387066"		"146,025716471019"		"25,5390346546535"		"35"		"-1,83630030336357"		"0,035"		999		NA		"-1,85582160807391"		"NAMPA_RS-GPZi"		NA		"326,482622770166"		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(64195.1160134174, 81618.942477358, 1.90979744568079e-10, 1.50209822458331e-10, 64195.1160134174, -1224915.78333659, -1557382.19771829, -1559519.46494457, -1226596.79160964, -1224915.78333659))
"92"		"cell_3.1670"		53		"2044,6196177851"		"2519,48919155149"		"59851,6038687502"		"29"		"-1,94104877059562"		"0,029"		999		"2044,6196177851"		22		"-0,767972447382277"		"405,354185882719"		"100,49630666821"		"0,0465764552687203"		"-0,14363553064579"		"25,1510671533659"		"0,541958634908573"		"-0,345059135767743"		22		"405,354185882719"		"424,446508020013"		"22,2886133977069"		"169"		"-0,856595329490427"		"0,169"		999		22		"100,49630666821"		"144,910769214228"		"24,8702475248701"		"37"		"-1,78584722575049"		"0,037"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(81618.942477358, 98982.5526461885, 2.31608766877978e-10, 1.90979744568079e-10, 81618.942477358, -1557382.19771829, -1888699.61674218, -1891291.56610249, -1559519.46494457, -1557382.19771829))
"93"		"cell_3.1671"		7		"993,512434686216"		"1086,84363255772"		"25674,2038232406"		"277"		"-0,582476418301731"		"0,277"		999		"993,512434686216"		6		"0,0160688115788939"		"414,783663918483"		"194,269916987899"		"0,173945134742535"		"-0,586833029832062"		"17,0784653789725"		"0,281574652828251"		"-0,0678273780771874"		6		"414,783663918483"		"423,208149546663"		"53,8203053586748"		"342"		"-0,156529874218233"		"0,342"		999		6		"194,269916987899"		"262,999351304485"		"73,0204887432121"		"173"		"-0,941234925971028"		"0,173"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		6		0,784975695746678		"#A5AF84"		list(c(98982.5526461885, 116273.270354223, 2.72067228493004e-10, 2.31608766877978e-10, 98982.5526461885, -1888699.61674218, -2218626.1647581, -2221670.88749619, -1891291.56610249, -1888699.61674218))
"94"		"cell_3.1672"		15		"1556,20729322358"		"1620,75608434187"		"44227,5280102709"		"371"		"-0,306931724881915"		"0,371"		999		"1556,20729322358"		11		"0,598854678348084"		"427,835127819769"		"170,655903630424"		"0,333469915715205"		"0,150124654854853"		"70,608696551458"		"0,812023231700506"		"1,57018714582767"		11		"427,835127819769"		"423,869475092338"		"35,2879828339344"		"456"		"0,112379694415924"		"0,456"		999		11		"170,655903630424"		"195,823992950956"		"42,8049436770244"		"283"		"-0,587971555585562"		"0,283"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		"1,57018714582767"		2		0,674155120046304		"#C3A1AE"		list(c(116273.270354223, 133478.547296535, 3.12325767698867e-10, 2.72067228493004e-10, 116273.270354223, -2218626.1647581, -2546922.40584458, -2550417.66461526, -2221670.88749619, -2218626.1647581))
"95"		"cell_3.17"		27		"1896,8198286246"		"1986,12945652232"		"46220,532957761"		"337"		"-0,415413690766409"		"0,337"		999		"1896,8198286246"		16		"0,616006469658946"		"378,902348994603"		"175,069433905578"		"-0,349101971498649"		"0,686924603483745"		"21,5964112163244"		"0,390060313553756"		"-0,141135943680566"		15		"378,902348994603"		"423,718582232426"		"28,4159613742992"		"83"		"-1,57714999142548"		"0,083"		999		15		"175,069433905578"		"169,370493135314"		"33,6782345779508"		"573"		"0,169217325126535"		"0,573"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-64195.1160134174, -81618.942477358, -163014.173106649, -128214.27767599, -64195.1160134174, -1224915.78333659, -1557382.19771829, -1550976.25414039, -1219877.36604426, -1224915.78333659))
"96"		"cell_3.18"		43		"2341,42723756978"		"2305,17772890514"		"53262,3947205792"		"564"		"0,15706947062178"		"0,564"		999		"2341,42723756978"		19		"2,3397116915204"		"430,763822027941"		"147,177278976715"		"0,435095817154641"		"0,424888669938131"		"38,7016932530132"		"0,828416179308628"		"-0,269812372815791"		19		"430,763822027941"		"425,170301506931"		"24,6357457484514"		"520"		"0,227048962841414"		"0,52"		999		19		"147,177278976715"		"151,810556511047"		"28,0923576202774"		"448"		"-0,164930177700281"		"0,448"		999		"2,3397116915204"		NA		"NAMPA_RS-SRZ"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-81618.942477358, -98982.5526461885, -197693.800995767, -163014.173106649, -81618.942477358, -1557382.19771829, -1888699.61674218, -1880930.87301428, -1550976.25414039, -1557382.19771829))
"97"		"cell_3.228"		30		"1313,04222687885"		"1627,71559213757"		"41613,949549984"		"50"		"-1,54255449821479"		"0,05"		999		"1313,04222687885"		11		"-0,996817128257819"		"385,268987996344"		"149,230018734934"		"-0,328642044673571"		"-0,16641912335474"		"13,2749995707097"		"0,188901786821165"		"-0,00130161129037209"		11		"385,268987996344"		"424,056834148883"		"34,6089237522828"		"132"		"-1,12074696197335"		"0,132"		999		11		"149,230018734934"		"195,847674029117"		"46,1823515073902"		"167"		"-1,00942576054673"		"0,167"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-1158948.82060483, -1405503.5408181, -1469809.60253418, -1211974.25399521, -1158948.82060483, -1043522.2052068, -1265521.07242755, -1190228.34796888, -981437.399528748, -1043522.2052068))
"98"		"cell_3.257"		4		"645,502162131811"		"809,322251053287"		"17265,4607306816"		"114"		"-1,24674625202466"		"0,114"		999		"645,502162131811"		4		"-0,644726500265555"		"333,915492980028"		"203,288246503559"		"-0,909470587210051"		"-1,19393747426977"		"4,43750693965054"		"0,038368999849665"		"-0,0361435921007616"		4		"333,915492980028"		"423,661933972643"		"77,8073722147515"		"107"		"-1,15344392745858"		"0,107"		999		4		"203,288246503559"		"316,271302325503"		"102,091156168338"		"130"		"-1,10668798417413"		"0,13"		999		NA		NA		NA		NA		"333,915492980028"		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-1530087.01829492, -1797369.50389249, -1863249.98500425, -1586170.57189356, -1530087.01829492, -1111673.29034018, -1305865.38311779, -1210008.68828691, -1030071.21349412, -1111673.29034018))
"99"		"cell_3.3"		20		"1468,07099352301"		"1535,41939623655"		"37802,885879072"		"355"		"-0,346389582631443"		"0,355"		999		"1468,07099352301"		10		"0,52991679364512"		"372,478132679905"		"227,506118935974"		"-0,566910703700796"		"0,852490768201935"		"14,2034080531084"		"0,250114848018686"		"-0,13482219816011"		10		"372,478132679905"		"423,209331221534"		"36,9057828745112"		"89"		"-1,37461380277795"		"0,089"		999		10		"227,506118935974"		"206,184127588696"		"46,9816916176974"		"691"		"0,453836177734534"		"0,691"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-1.50209822458331e-10, -1.90979744568079e-10, -81618.942477358, -64195.1160134174, -1.50209822458331e-10, -1226596.79160964, -1559519.46494457, -1557382.19771829, -1224915.78333659, -1226596.79160964))
"100"		"cell_3.301"		4		"646,846166776939"		"814,771792516549"		"16830,6735968456"		"112"		"-1,29439321107901"		"0,112"		999		"646,846166776939"		4		"-0,635907016643114"		"330,61509199171"		"210,254854952853"		"-0,960807987723914"		"-1,09101353107663"		"31,6782301461509"		"0,465732959850607"		"0,210646720646041"		4		"330,61509199171"		"423,734561585609"		"76,6765647795531"		"111"		"-1,21444498539573"		"0,111"		999		4		"210,254854952853"		"312,593847015907"		"101,5265038652"		"158"		"-1,00800272014618"		"0,158"		999		NA		NA		NA		NA		"330,61509199171"		NA		NA		NA		NA		NA		NA		NA		4		0,75010651775847		"#D69D94"		list(c(-2272438.77857745, -2563688.5631399, -2628539.72231028, -2329922.47260072, -2272438.77857745, -1157865.39010325, -1306264.56749758, -1170301.28484547, -1037348.31934683, -1157865.39010325))
"101"		"cell_3.302"		2		"501,808399323502"		"477,835956560533"		"5582,57109707788"		"349,5"		"0,320844913780718"		"0,3495"		999		"475,433284196089"		2		"0,254145879399063"		"475,433284196089"		"475,433284196089"		"1,56027985242894"		"1,90340664636852"		"10,1978364789228"		"0,151948051948052"		"-0,0616470678242862"		2		"475,433284196089"		"424,809597508059"		"152,951342880899"		"353,5"		"0,330979027280923"		"0,3535"		999		2		"475,433284196089"		"417,571261248081"		"156,524667616975"		"377"		"0,369667119112495"		"0,377"		999		NA		NA		NA		NA		NA		"475,433284196089"		NA		"475,433284196089"		2		NA		NA		NA		6		0,784975695746678		"#A5AF84"		list(c(-2563688.5631399, -2853064.27531042, -2925235.49302451, -2628539.72231028, -2563688.5631399, -1306264.56749758, -1453708.85731404, -1302398.75277717, -1170301.28484547, -1306264.56749758))
"102"		"cell_3.31"		10		"1171,6314639199"		"1085,57808533431"		"25196,6226310053"		"678"		"0,542121660951661"		"0,678"		999		"1171,6314639199"		6		"1,18490246618477"		"449,082913866769"		"304,224231435034"		"0,707466466893647"		"1,03762048960542"		"11,6832694811524"		"0,145639626736143"		"0,0411040218506196"		6		"449,082913866769"		"423,566726756902"		"54,863823388134"		"598"		"0,465082189576047"		"0,598"		999		6		"304,224231435034"		"259,241059898337"		"75,1710445219545"		"722"		"0,598410888431373"		"0,722"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-128214.27767599, -163014.173106649, -243962.593218431, -191882.012915518, -128214.27767599, -1219877.36604426, -1550976.25414039, -1540319.19245692, -1211495.34968425, -1219877.36604426))
"103"		"cell_3.32"		5		"694,330715702229"		"814,501002951642"		"17169,7065100483"		"165"		"-0,9170978250221"		"0,165"		999		"667,955600574816"		4		"-0,324308985279246"		"347,39293506992"		"243,127356159112"		"-0,699830351093232"		"-0,605358642992232"		"6,31212348257991"		"0,0738700990859101"		"-0,0399827968551952"		4		"347,39293506992"		"423,49914064743"		"76,1118206020344"		"129"		"-0,999926226642863"		"0,129"		999		4		"243,127356159112"		"311,816035406676"		"99,1618654637743"		"233"		"-0,692692487442742"		"0,233"		999		NA		NA		"NAMPA_RS-SRZ"		NA		NA		NA		NA		NA		NA		NA		NA		NA		6		0,784975695746678		"#A5AF84"		list(c(-163014.173106649, -197693.800995767, -295863.184378344, -243962.593218431, -163014.173106649, -1550976.25414039, -1880930.87301428, -1868006.62850535, -1540319.19245692, -1550976.25414039))
"104"		"cell_3.327"		37		"1604,71670313061"		"1719,8623434374"		"42367,9957013411"		"287"		"-0,559407828216783"		"0,287"		999		"1604,71670313061"		12		"0,422119904475117"		"368,983567734445"		"207,411388759174"		"-0,563965637067451"		"0,81740358254168"		"17,8723161101271"		"0,234745916059005"		"0,117842804882322"		12		"368,983567734445"		"424,681569323506"		"30,7887894921608"		"60"		"-1,80903512310031"		"0,06"		999		12		"207,411388759174"		"186,516033610458"		"41,9942775742286"		"686"		"0,497576249806456"		"0,686"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-1765672.78691252, -2074108.45468511, -2112934.57461649, -1798725.16815584, -1765672.78691252, -677778.280536469, -796175.640516498, -686534.060144395, -584441.235243678, -677778.280536469))
"105"		"cell_3.340"		24		"1403,80476420115"		"1533,45512570253"		"36526,1484829249"		"242"		"-0,678378057395149"		"0,242"		999		"1403,80476420115"		10		"0,108195812966154"		"356,797473961187"		"225,276224356087"		"-0,810821749605031"		"0,819546539351195"		"10,8058769837121"		"0,140283458619782"		"0,00823349186993856"		10		"356,797473961187"		"424,719933203772"		"36,2869995368605"		"49"		"-1,87181249785033"		"0,049"		999		10		"225,276224356087"		"203,999791131129"		"47,9489068662867"		"656"		"0,443731351046044"		"0,656"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-1483191.14942466, -1798725.16815584, -1826847.36874109, -1506380.12779047, -1483191.14942466, -481918.017726396, -584441.235243678, -489502.277149097, -403633.338735747, -481918.017726396))
"106"		"cell_3.341"		8		"1179,26131737601"		"1202,34982479417"		"30880,765636049"		"431"		"-0,131386828259659"		"0,431"		999		"1179,26131737601"		7		"0,505190532468269"		"442,901865461483"		"206,307330328672"		"0,558904041942472"		"-0,112132144581894"		"8,48378625997895"		"0,0771657229883406"		"0,0718734886093554"		7		"442,901865461483"		"423,414794306092"		"48,3182511278002"		"576"		"0,403306632598275"		"0,576"		999		7		"206,307330328672"		"240,517707113695"		"64,7072007170116"		"297"		"-0,528695051028979"		"0,297"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-1798725.16815584, -2112934.57461649, -2145969.28774713, -1826847.36874109, -1798725.16815584, -584441.235243678, -686534.060144395, -575010.737633835, -489502.277149097, -584441.235243678))
"107"		"cell_3.354"		34		"1425,53488976159"		"1624,91042161882"		"40261,9098234915"		"164"		"-0,993629948851027"		"0,164"		999		"1425,53488976159"		11		"-0,258629800158932"		"337,530822564582"		"204,365383231998"		"-1,07120433551097"		"0,648144974043963"		"11,1564588052281"		"0,154602312922066"		"-0,0159166654223632"		11		"337,530822564582"		"425,0150918786"		"33,1166966972208"		"20"		"-2,64169672820536"		"0,02"		999		11		"204,365383231998"		"197,023809987927"		"45,9032756830119"		"558"		"0,159935715585278"		"0,558"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-1506380.12779047, -1826847.36874109, -1849962.30767123, -1525440.2229332, -1506380.12779047, -403633.338735747, -489502.277149097, -393221.627337737, -324242.328819832, -403633.338735747))
"108"		"cell_3.355"		37		"1345,3223000197"		"1625,29090654733"		"40488,0375815627"		"81"		"-1,39138069067107"		"0,081"		999		"1345,3223000197"		11		"-0,784992282689701"		"411,171930758311"		"123,649134782854"		"0,0742755861736033"		"-0,544348422220558"		"14,232391160253"		"0,182698312875756"		"0,0712768846143517"		11		"411,171930758311"		"423,953829348297"		"34,739162958627"		"283"		"-0,367939164372173"		"0,283"		999		11		"123,649134782854"		"194,875813538018"		"46,4736792136343"		"68"		"-1,53262405646307"		"0,068"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-1826847.36874109, -2145969.28774713, -2173122.04822455, -1849962.30767123, -1826847.36874109, -489502.277149097, -575010.737633835, -461911.350659925, -393221.627337737, -489502.277149097))
"109"		"cell_3.369"		5		"1145,91186557634"		"951,119731211136"		"22769,3813413598"		"899"		"1,29090951198868"		"0,899"		999		"1145,91186557634"		5		"1,80080361408806"		"490,497928498972"		"394,098381693615"		"1,42773001286146"		"2,01940598484302"		"47,2985361204314"		"0,545396825396825"		"0,890898832664234"		5		"490,497928498972"		"424,709487858099"		"61,5175642591925"		"935"		"1,06942531670608"		"0,935"		999		5		"394,098381693615"		"284,843263450619"		"83,7601888007932"		"884"		"1,30438003790605"		"0,884"		999		"1,80080361408806"		NA		NA		NA		NA		"490,497928498972"		NA		"394,098381693615"		NA		NA		NA		"0,890898832664234"		4		0,75010651775847		"#D69D94"		list(c(-1849962.30767123, -2173122.04822455, -2194318.43221964, -1868006.62850535, -1849962.30767123, -393221.627337737, -461911.350659925, -347545.896780922, -295863.184378343, -393221.627337737))
"110"		"cell_3.385"		3		"609,090866422928"		"659,102247891823"		"11562,1824425913"		"324"		"-0,465102787420102"		"0,324"		999		"609,090866422928"		3		"0,00765584560293431"		"406,060577615285"		"283,937640780977"		"0,33302231909414"		"-0,440531276476593"		"24,2491197946873"		"0,272836178496556"		"0,361059759090793"		3		"406,060577615285"		"423,54223871007"		"99,8359486460934"		"347"		"-0,175103871219331"		"0,347"		999		3		"283,937640780977"		"348,977298949327"		"126,403482043639"		"362"		"-0,514540083206696"		"0,362"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		4		0,75010651775847		"#D69D94"		list(c(-2519017.79098837, -2841870.66423215, -2861532.81679993, -2536446.20979389, -2519017.79098837, -398973.222993242, -450108.094629128, -300759.218397394, -266591.239172911, -398973.222993242))
"111"		"cell_3.397"		7		"778,298437965237"		"955,781505881644"		"22088,9470814523"		"128"		"-1,19417897276623"		"0,128"		999		"778,298437965237"		5		"-0,611509926612654"		"378,136244141251"		"177,685637275814"		"-0,32004451899153"		"-1,17785322311322"		"8,1041842813059"		"0,0876609700952341"		"0,0182711163642503"		5		"378,136244141251"		"423,800451100721"		"61,835946721888"		"170"		"-0,738473483148047"		"0,17"		999		5		"177,685637275814"		"281,264261796349"		"85,6302519002005"		"123"		"-1,20960317436941"		"0,123"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-1880930.87301428, -2209500.34191723, -2218626.1647581, -1888699.61674218, -1880930.87301428, -197693.800995767, -232227.843756461, -116273.270354223, -98982.5526461886, -197693.800995767))
"112"		"cell_3.4"		81		"2303,39627555918"		"2789,98339800616"		"62785,193114781"		"23"		"-1,94192294814388"		"0,023"		999		"2303,39627555917"		26		"-0,454643402507303"		"392,317533917293"		"102,078134919846"		"-0,0787438779130693"		"-0,00566185503396808"		"28,4383299947685"		"0,690828087378913"		"-0,502310489221455"		26		"392,317533917293"		"424,154810582311"		"20,416827060355"		"69"		"-1,55936456585063"		"0,069"		999		26		"102,078134919846"		"134,254870679205"		"21,2899539154195"		"69"		"-1,51135769890299"		"0,069"		999		NA		NA		"NAMPA_RS-SRZ"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-1.90979744568079e-10, -2.31608766877978e-10, -98982.5526461885, -81618.942477358, -1.90979744568079e-10, -1559519.46494457, -1891291.56610249, -1888699.61674218, -1557382.19771829, -1559519.46494457))
"113"		"cell_3.411"		11		"1393,80312182485"		"1321,27213845963"		"32723,6377638805"		"635"		"0,400952363002075"		"0,635"		999		"1393,80312182485"		8		"1,23295408231503"		"440,767774710285"		"259,573850583606"		"0,491577649777215"		"0,931015865510136"		"16,4540250473022"		"0,138609840375915"		"0,330634291323699"		8		"440,767774710285"		"425,619445904506"		"41,5434670167369"		"557"		"0,36463805006154"		"0,557"		999		8		"259,573850583606"		"222,739126256353"		"57,7970652563832"		"744"		"0,637311326515587"		"0,744"		999		"1,23295408231503"		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-1888699.61674218, -2218626.1647581, -2221670.88749619, -1891291.56610249, -1888699.61674218, -98982.5526461886, -116273.270354223, 1.36033614246502e-10, 1.15804383438989e-10, -98982.5526461886))
"114"		"cell_3.412"		6		"1178,70767474029"		"1085,12154249344"		"25602,8771708515"		"712"		"0,584880460258951"		"0,712"		999		"1178,70767474029"		6		"1,23133722045859"		"455,20897144912"		"304,777003341757"		"0,802756667323631"		"1,04578708382991"		"40,8489352513178"		"0,371711974867315"		"0,995996583575304"		6		"455,20897144912"		"425,530066760695"		"52,8034240784729"		"666"		"0,562064017748506"		"0,666"		999		6		"304,777003341757"		"264,759450122403"		"73,2655272852109"		"703"		"0,54619893832978"		"0,703"		999		"1,23133722045859"		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		"0,995996583575304"		4		0,75010651775847		"#D69D94"		list(c(-2218626.1647581, -2546922.40584458, -2550417.66461526, -2221670.88749619, -2218626.1647581, -116273.270354223, -133478.547296535, 1.56162883849434e-10, 1.36033614246502e-10, -116273.270354223))
"115"		"cell_3.425"		13		"1474,35686609213"		"1536,78129422292"		"36383,3664931126"		"361"		"-0,327267690651265"		"0,361"		999		"1474,35686609213"		10		"0,571165274725224"		"416,867211462162"		"200,047622947769"		"0,123556886132131"		"0,446821825870931"		"99,0241405329861"		"1,91727033278604"		"0,148883185545501"		10		"416,867211462162"		"424,753429645407"		"37,5135471516312"		"322"		"-0,210223206868955"		"0,322"		999		10		"200,047622947769"		"202,153460332908"		"49,492913728459"		"488"		"-0,0425482604781024"		"0,488"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(-1891291.56610249, -2221670.88749619, -2218626.1647581, -1888699.61674218, -1891291.56610249, 1.15804383438989e-10, 1.36033614246502e-10, 116273.270354223, 98982.5526461888, 1.15804383438989e-10))
"116"		"cell_3.427"		5		"995,808176979109"		"957,952502496295"		"21510,4720045188"		"597"		"0,258110705805634"		"0,597"		999		"995,808176979109"		5		"0,815809233264519"		"437,736353683112"		"319,49710500874"		"0,607029101774774"		"0,917254540630801"		"46,0329024190797"		"0,495851370851371"		"0,939837769517634"		5		"437,736353683112"		"425,484446245082"		"59,9383282560329"		"519"		"0,204408561174669"		"0,519"		999		5		"319,49710500874"		"283,805849401856"		"85,6012892137985"		"671"		"0,416947641030741"		"0,671"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		"0,939837769517634"		4		0,75010651775847		"#D69D94"		list(c(-2550417.66461526, -2877294.93953504, -2873351.70681957, -2546922.40584458, -2550417.66461526, 1.56162883849434e-10, 1.76177683238779e-10, 150585.98205355, 133478.547296535, 1.56162883849434e-10))
"117"		"cell_3.439"		4		"836,171079316335"		"810,032306186263"		"17787,7465542357"		"547"		"0,195985857261447"		"0,547"		999		"836,171079316335"		4		"0,606460687601687"		"450,157861519849"		"314,928069470049"		"0,898667591008765"		"0,455417571406803"		"8,828543165666"		"0,090578303081469"		"0,0499810474835496"		4		"450,157861519849"		"423,533977594268"		"72,6233633299292"		"559"		"0,366602188398081"		"0,559"		999		4		"314,928069470049"		"310,994441159591"		"103,572951919167"		"513"		"0,0379793009426661"		"0,513"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		3		0,731234176932112		"#D09AC6"		list(c(-1888699.61674218, -2218626.1647581, -2209500.34191723, -1880930.87301428, -1888699.61674218, 98982.5526461888, 116273.270354223, 232227.843756461, 197693.800995767, 98982.5526461888))
"118"		"cell_3.441"		2		"514,302505244177"		"478,05687144304"		"5501,83873636663"		"490"		"0,488654350886752"		"0,49"		999		"500,421496038148"		2		"0,336133365784567"		"500,421496038148"		"500,421496038148"		"1,94896893718007"		"2,27257986958749"		"31,8792949045709"		"0,182539682539683"		"1,06302278585164"		2		"500,421496038148"		"420,001765755625"		"152,124975623409"		"514"		"0,52864251877749"		"0,514"		999		2		"500,421496038148"		"419,746252904288"		"155,612210248432"		"518"		"0,518437743446118"		"0,518"		999		NA		NA		NA		NA		NA		"500,421496038148"		NA		"500,421496038148"		2		NA		NA		"1,06302278585164"		4		0,75010651775847		"#D69D94"		list(c(-2546922.40584458, -2873351.70681957, -2861532.81679993, -2536446.20979389, -2546922.40584458, 133478.547296535, 150585.98205355, 300759.218397394, 266591.23917291, 133478.547296535))
