"";"grids";"richness";"PD_obs";"pd_rand_mean";"pd_rand_sd";"pd_obs_rank";"zscore";"pd_obs_p";"reps";"PD";"SR";"mpd";"mntd";"std_resid_loess";"coldspot10_stdPDloess";"hotspot10_stdPDloess";"mpa";"name";"coldspot5_stdPDloess";"hotspot5_stdPDloess";"coldspot2.5_stdPDloess";"hotspot2.5_stdPDloess";"coldspot10_mpd";"hotspot10_mpd";"coldspot5_mpd";"hotspot5_mpd";"coldspot2.5_mpd";"hotspot2.5_mpd";"coldspot10_mntd";"hotspot10_mntd";"coldspot5_mntd";"hotspot5_mntd";"coldspot2.5_mntd";"hotspot2.5_mntd";"coldspot10_sr";"hotspot10_sr";"coldspot5_sr";"hotspot5_sr";"coldspot2.5_sr";"hotspot2.5_sr";"PE";"WE";"std_PE";"ntaxa.x";"mpd.obs";"mpd.rand.mean";"mpd.rand.sd";"mpd.obs.rank";"mpd.obs.z";"mpd.obs.p";"runs.x";"ntaxa.y";"mntd.obs";"mntd.rand.mean";"mntd.rand.sd";"mntd.obs.rank";"mntd.obs.z";"mntd.obs.p";"runs.y";"coldspot10_stdPE";"hotspot10_stdPE";"coldspot5_stdPE";"hotspot5_stdPE";"coldspot2.5_stdPE";"hotspot2.5_stdPE";"loess_mpd";"loess_mntd";"pd_complementarity";"pd_added";"pd_added_perc";"pd_added_perc_hot";"cluster";"ED";"COLOURS";"geometry"
"100";"cell_3.1323";7;500,3085984212;405,493762954341;5796,80979932925;904;1,24532231502082;0,904;999;473,0560722712;3;315,370714847467;299,6809161248;0,385987066841344;NA;NA;NA;NA;NA;NA;NA;NA;NA;315,370714847467;NA;315,370714847467;NA;315,370714847467;NA;299,6809161248;NA;299,6809161248;NA;299,6809161248;NA;NA;NA;NA;NA;NA;2,66109114317305;0,0238205978193463;0,0704883236577708;3;315,370714847467;237,205051235276;73,575858165698;895;1,06238194920073;0,895;999;3;299,6809161248;197,045521587174;82,2784830485454;897;1,24741476428375;0,897;999;NA;NA;NA;NA;NA;NA;1,6425414971469;2,44242777500957;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2494684.91951253, 2814419.14170972, 2779253.49194774, 2463514.29007573, 2494684.91951253, -530261.648941639, -598223.255860113, -744698.728728775, -660096.664568322, -530261.648941639))
"101";"cell_3.1324";6;334,778341632;309,115094562052;2664,05820370644;556;0,497209880846504;0,556;999;283,991117398;2;283,991117398;283,991117398;0,098156850949366;NA;NA;NA;NA;NA;NA;NA;NA;NA;283,991117398;NA;NA;NA;NA;NA;283,991117398;NA;283,991117398;NA;NA;2;NA;2;NA;NA;NA;7,50987897818363;0,0803014553014553;0,225292333718803;2;283,991117398;235,065258238538;101,723253718069;543;0,480970253812977;0,543;999;2;283,991117398;236,287628259813;102,696433623776;523;0,464509695759703;0,523;999;NA;NA;NA;NA;NA;NA;1,25847867981573;1,82813423557277;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2814419.14170972, 3132096.00589213, 3092961.04211513, 2779253.49194774, 2814419.14170972, -598223.255860113, -665747.557832841, -828756.413455674, -744698.728728775, -598223.255860113))
"102";"cell_3.1325";3;500,308598683;409,912501356536;5846,0374186032;903;1,18227603292573;0,903;999;473,056072533;3;315,370715022;299,680916299333;0,385987067605907;NA;NA;NA;NA;NA;NA;NA;NA;NA;315,370715022;NA;315,370715022;NA;315,370715022;NA;299,680916299333;NA;299,680916299333;NA;299,680916299333;NA;NA;NA;NA;NA;NA;13,7139449339663;0,270330237358101;0,209827291881757;3;315,370715022;235,026332924242;74,5087248739732;908;1,07832179699298;0,908;999;3;299,680916299333;197,804254780184;82,0092401244925;909;1,24225832801886;0,909;999;NA;NA;NA;NA;NA;NA;1,64254149950858;2,44242777809898;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(3132096.00589213, 3447490.16688597, 3404414.41105064, 3092961.04211513, 3132096.00589213, -665747.557832841, -732786.656264493, -912210.092141895, -828756.413455674, -665747.557832841))
"103";"cell_3.1326";3;358,3130397137;310,392418191672;2560,89008812969;891;0,946949834621142;0,891;999;331,0605135637;2;331,0605135637;331,0605135637;0,166887783383444;NA;NA;NA;NA;NA;NA;NA;NA;NA;331,0605135637;NA;331,0605135637;NA;331,0605135637;NA;331,0605135637;NA;331,0605135637;NA;331,0605135637;2;NA;2;NA;NA;NA;1,9889842860181;0,0139880219870375;0,0518273237406648;2;331,0605135637;236,000740134499;101,682377645007;887;0,934869695524563;0,887;999;2;331,0605135637;241,556595350667;98,7168654575958;873;0,906673016795495;0,873;999;NA;NA;NA;NA;NA;NA;1,89539367862091;2,66130751252298;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(3447490.16688597, 3760379.9010366, 3713394.64549591, 3404414.41105064, 3447490.16688597, -732786.656264493, -799293.422337397, -995001.096438683, -912210.092141895, -732786.656264493))
"104";"cell_3.1341";6;563,063677948;578,440776627965;12418,8791238182;426;-0,137985420496767;0,426;999;535,811151798;5;237,3429446584;158,8736136058;0,213768430393689;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,06402951739427;0,101696980430598;0,168810471558759;5;237,3429446584;235,332462993911;54,1371290687099;475;0,0371368356444852;0,475;999;5;158,8736136058;164,285857549857;59,4759100856945;469;-0,0909989260569301;0,469;999;NA;NA;NA;NA;NA;NA;0,544680599153673;0,519056134566107;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(3713394.64549591, 4019686.58673293, 3957808.16469493, 3656231.23334681, 3713394.64549591, -995001.096438683, -1077071.7747413, -1285969.82662079, -1187981.54169631, -995001.096438683))
"105";"cell_3.135";10;520,5536913727;789,687353669933;20003,0612471438;29;-1,90291674967011;0,029;999;469,7664671387;8;155,136522730982;69,28987804675;-0,363667870611422;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,54556712271767;0,0674840853977108;-0,00269604257418217;8;155,136522730982;235,590351874848;40,0678173428815;37;-2,00794139734091;0,037;999;8;69,28987804675;139,242999258845;43,9802468162839;47;-1,5905577225227;0,047;999;NA;NA;NA;NA;NA;NA;-0,547385601004983;-0,482023928922971;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1453708.85731404, -1600093.66943964, -1762254.57400277, -1601034.44691907, -1453708.85731404, -2853064.27531042, -3140360.64543453, -3052314.45804345, -2773073.00673177, -2853064.27531042))
"106";"cell_3.1351";19;777,2300793071;722,84222488108;17253,6691643396;646;0,414058012648728;0,646;999;749,9775531571;7;255,160015102286;168,692300620529;0,528303905798102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,17771837143986;0,161936659952481;0,0250264049432535;7;255,160015102286;236,480728920805;42,8273568647732;638;0,436153140163663;0,638;999;7;168,692300620529;142,480540211854;47,2246687566419;706;0,55504381711493;0,706;999;NA;NA;NA;NA;NA;NA;0,791276872272385;1,11845659552468;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2425591.33920661, 2736470.10154787, 2686186.23680937, 2381020.01107751, 2425591.33920661, -788122.401120179, -889133.034145365, -1031130.28771824, -913987.948952283, -788122.401120179))
"107";"cell_3.1352";2;334,7783416391;311,863506449588;2533,03696409677;571;0,455298242941547;0,571;999;283,9911174051;2;283,9911174051;283,9911174051;0,0981568509701006;NA;NA;NA;NA;NA;NA;NA;NA;NA;283,9911174051;NA;NA;NA;NA;NA;283,9911174051;NA;283,9911174051;NA;NA;2;NA;2;NA;NA;NA;1,24445332628991;0,0203131326764746;0,00499763281635701;2;283,9911174051;238,863652860781;98,9504613629779;575;0,456061183775374;0,575;999;2;283,9911174051;239,275764562543;102,249064673048;568;0,437317964575412;0,568;999;NA;NA;NA;NA;NA;NA;1,25847867991181;1,82813423569845;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2736470.10154787, 3045348.48711078, 2989388.84358284, 2686186.23680937, 2736470.10154787, -889133.034145365, -989493.705355376, -1147518.86378756, -1031130.28771824, -889133.034145365))
"108";"cell_3.1355";5;536,404741535;497,024524287179;9279,22390394594;625;0,408810724751753;0,625;999;509,152215385;4;272,226010312833;189,859050789;0,307282857413022;NA;NA;NA;NA;NA;NA;NA;NA;NA;272,226010312833;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,11895699943579;0,195000481765188;0,0152368698312691;4;272,226010312833;236,201096287096;58,9630604679779;715;0,610974290340677;0,715;999;4;189,859050789;175,001403693162;70,9589646362998;602;0,20938365112838;0,602;999;NA;NA;NA;NA;NA;NA;1,03052450099073;0,800267421645577;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(3656231.23334681, 3957808.16469493, 3885081.66558138, 3589046.34552862, 3656231.23334681, -1187981.54169631, -1285969.82662079, -1491343.12459218, -1377705.81212373, -1187981.54169631))
"109";"cell_3.136";7;570,096338979;719,665944575941;18465,7998679414;141;-1,10067546622565;0,141;999;519,309114745;7;177,609689857943;94,6702767067571;-0,0766112310728735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,82934937315133;0,0447720829544654;0,0468167604170605;7;177,609689857943;235,455290342304;42,5174169467251;104;-1,36051539906204;0,104;999;7;94,6702767067571;146,698055425423;46,935950420819;148;-1,10848461045733;0,148;999;NA;NA;NA;NA;NA;NA;-0,258087881345062;-0,191803940081358;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1600093.66943964, -1745316.09462767, -1922194.51247213, -1762254.57400277, -1600093.66943964, -3140360.64543453, -3425375.70274349, -3329338.55763181, -3052314.45804345, -3140360.64543453))
"110";"cell_3.1365";13;459,6260986049;570,776185482825;13070,5349775925;183;-0,972216807206077;0,183;999;408,8388743709;5;186,5612231063;92,68279604984;-0,0883115560287124;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,82392436395544;0,0336914021699034;0,0135656139360627;5;186,5612231063;236,109954192036;54,202865793447;154;-0,914134896013676;0,154;999;5;92,68279604984;161,302991614814;60,4760803184399;129;-1,13466671787674;0,129;999;NA;NA;NA;NA;NA;NA;-0,142467372913362;-0,652584567451213;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2381020.01107751, 2686186.23680937, 2628539.72231028, 2329922.47260072, 2381020.01107751, -913987.948952283, -1031130.28771824, -1170301.28484547, -1037348.31934683, -913987.948952283))
"111";"cell_3.1366";9;478,8558040757;575,475401562594;12412,0168940466;207;-0,867249473556346;0,207;999;451,6032779257;5;204,52798304602;98,6526812048;-0,0321529606283116;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,49856106074416;0,0333253962300556;0,0478560029791815;5;204,52798304602;235,129165586159;52,9539491969435;278;-0,577882915329484;0,278;999;5;98,6526812048;160,864440070034;59,6205294063402;140;-1,04346203371046;0,14;999;NA;NA;NA;NA;NA;NA;0,100648108008795;-0,546911897250294;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2686186.23680937, 2989388.84358284, 2925235.49302451, 2628539.72231028, 2686186.23680937, -1031130.28771824, -1147518.86378756, -1302398.75277717, -1170301.28484547, -1031130.28771824))
"112";"cell_3.1379";12;841,9419929734;859,614358985504;24972,7359407236;462;-0,111830852379045;0,462;999;791,1547687394;9;244,051912135956;102,7423238472;0,445423683573698;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,462778575133;0,470844021600675;0,0375930911248361;9;244,051912135956;236,631726566116;37,4240132483112;533;0,198273379196554;0,533;999;9;102,7423238472;131,739839140856;38,6704659984664;244;-0,749862059971181;0,244;999;NA;NA;NA;NA;NA;NA;0,683868722567944;0,232848564401318;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2329922.47260072, 2628539.72231028, 2563688.5631399, 2272438.77857745, 2329922.47260072, -1037348.31934683, -1170301.28484547, -1306264.56749758, -1157865.39010325, -1037348.31934683))
"113";"cell_3.1380";3;414,7703828797;407,412697396964;6015,66447334986;448;0,0948635595475237;0,448;999;363,9831586457;3;242,655439097133;201,3197607968;0,136180534694413;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;201,3197607968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,70685112657782;0,0507246937659309;0,131490157011899;3;242,655439097133;235,097761816042;73,9446031696622;465;0,102207287038254;0,465;999;3;201,3197607968;193,138043473199;83,5956066123131;467;0,0978725755474812;0,467;999;NA;NA;NA;NA;NA;NA;0,658601749872411;0,701341362497722;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2628539.72231028, 2925235.49302451, 2853064.27531042, 2563688.5631399, 2628539.72231028, -1170301.28484547, -1302398.75277717, -1453708.85731404, -1306264.56749758, -1170301.28484547))
"114";"cell_3.1381";21;1362,5820704051;1534,6932107606;46232,3802630297;210;-0,800453034447899;0,21;999;1331,6795322831;21;228,074327051591;80,2888723736905;0,562124254193234;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;107,218699106957;2,00899963747114;2,51837315985629;21;228,074327051591;237,076067887609;23,8608000967362;323;-0,377260645054755;0,323;999;21;80,2888723736905;101,035119151611;20,0237475391046;143;-1,03608211886436;0,143;999;NA;2,51837315985629;NA;2,51837315985629;NA;NA;0,492243908299514;0,18709345023105;TRUE;192,7827829358;0,0100417203509283;NA;2;0,60588208588518;"#BCA4A8";list(c(2925235.49302451, 3219799.32258026, 3140360.64543453, 2853064.27531042, 2925235.49302451, -1302398.75277717, -1433547.01934972, -1600093.66943964, -1453708.85731404, -1302398.75277717))
"115";"cell_3.1393";16;606,0950424311;921,488210288416;27139,1212027628;24;-1,91449568121147;0,024;999;555,3078181971;10;191,384585996673;49,51010478713;-0,359837672123158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,70638492202804;0,138110549095867;-0,0585548165344275;10;191,384585996673;235,642009213389;37,4413529362946;118;-1,18204658074239;0,118;999;10;49,51010478713;129,387644722262;34,6790008132176;9;-2,30334029418424;0,009;999;NA;NA;NA;NA;NA;NA;0,0136925645322187;-0,620481798422256;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2272438.77857745, 2563688.5631399, 2491810.51181776, 2208726.48781739, 2272438.77857745, -1157865.39010325, -1306264.56749758, -1438647.46976752, -1275208.83230763, -1157865.39010325))
"116";"cell_3.1395";8;474,1570213407;494,390859294247;8780,56672871847;422;-0,215931993238989;0,422;999;446,9044951907;4;230,808931074017;158,613089391925;0,125494085957457;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,42549970414199;0,0225477475156749;0,0606474467008363;4;230,808931074017;234,794750742534;62,2839429209707;438;-0,0639943375706764;0,438;999;4;158,613089391925;178,527265548278;68,5678311410746;414;-0,290430305654279;0,414;999;NA;NA;NA;NA;NA;NA;0,470093284047958;0,247184056033353;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2853064.27531042, 3140360.64543453, 3052314.45804345, 2773073.00673177, 2853064.27531042, -1453708.85731404, -1600093.66943964, -1762254.57400277, -1601034.44691907, -1453708.85731404))
"117";"cell_3.1396";18;664,7671196117;854,4599090343;24501,1734479219;110;-1,21187375561133;0,11;999;613,9798953777;9;180,002868729767;89,1216970704889;-0,0719993234164912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,9486580008463;0,18594270737625;0,0724277566106273;9;180,002868729767;235,917078834393;38,5665843875117;87;-1,44980975091827;0,087;999;9;89,1216970704889;132,588602855045;39,4758873300653;133;-1,1011001582085;0,133;999;NA;NA;NA;NA;NA;NA;-0,182804736783814;-0,00824954116430497;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(3140360.64543453, 3425375.70274349, 3329338.55763181, 3052314.45804345, 3140360.64543453, -1600093.66943964, -1745316.09462767, -1922194.51247213, -1762254.57400277, -1600093.66943964))
"118";"cell_3.1397";17;470,135547065;855,434273217279;24885,9433596631;5;-2,44242096418232;0,005;999;362,802325871;9;129,582601288022;37,6012918169667;-0,64040302317109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,76178247059798;0,308336131226417;-0,259464861478496;9;129,582601288022;234,973563750877;39,6056805516239;8;-2,66100622423298;0,008;999;9;37,6012918169667;134,533810320122;37,487984404919;2;-2,58569565800493;0,002;999;NA;NA;NA;NA;NA;NA;-0,865061727384785;-0,920209930963393;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(3425375.70274349, 3707910.97669612, 3603952.39946767, 3329338.55763181, 3425375.70274349, -1745316.09462767, -1889275.00708642, -2080742.88797925, -1922194.51247213, -1745316.09462767))
"119";"cell_3.1407";12;734,839941671;789,556307430362;22048,8656911252;362;-0,368488652128386;0,362;999;684,052717437;8;229,719531268911;113,028658668038;0,262135517206701;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,92782064845014;0,203495778955345;0,0908670530556;8;229,719531268911;236,460285060731;41,8870630054075;387;-0,160926866391905;0,387;999;8;113,028658668038;138,969189637907;41,4475687941191;282;-0,625863753281231;0,282;999;NA;NA;NA;NA;NA;NA;0,461827192517899;0,292194271194917;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2208726.48781739, 2491810.51181776, 2413102.58108635, 2138960.23128092, 2208726.48781739, -1275208.83230763, -1438647.46976752, -1567087.13932199, -1389057.01574133, -1275208.83230763))
"120";"cell_3.1408";6;452,9008433908;577,539659780545;12845,3970545618;137;-1,09971348281219;0,137;999;402,1136191568;5;198,93057837302;84,67518624118;-0,107952048552458;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,98490647181919;0,0904588411852579;-0,0671069905672374;5;198,93057837302;236,437617975128;53,0087225041664;232;-0,707563544832837;0,232;999;5;84,67518624118;162,401472420984;60,184199355667;96;-1,29147329385358;0,096;999;NA;NA;NA;NA;NA;NA;0,0249073660186984;-0,79432691063601;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2491810.51181776, 2773073.00673177, 2685480.93779561, 2413102.58108635, 2491810.51181776, -1438647.46976752, -1601034.44691907, -1743971.71239164, -1567087.13932199, -1438647.46976752))
"121";"cell_3.1421";5;272,7748241807;309,480500720937;2510,76403840237;188;-0,73253821077754;0,188;999;159,9840824977;2;159,9840824977;159,9840824977;-0,0829187487386626;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;NA;0,83942283748238;0,00756247879678842;0,00407741541650233;2;159,9840824977;233,278459791233;102,61576535701;179;-0,714260396914012;0,179;999;2;159,9840824977;234,50135162309;102,211633607427;176;-0,729048802914101;0,176;999;NA;NA;NA;NA;NA;NA;-0,419510564136226;-0,366908744563241;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2138960.23128092, 2413102.58108635, 2327780.50391289, 2063331.23342781, 2138960.23128092, -1389057.01574133, -1567087.13932199, -1691231.53195446, -1499097.89044706, -1389057.01574133))
"122";"cell_3.1422";5;397,5334210212;492,244421770847;9068,48351061807;171;-0,994564816622621;0,171;999;346,7461967872;4;174,864565289433;115,82688854055;-0,0982781280787374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,72972791159388;0,0297243391904516;0,0149186769376132;4;174,864565289433;236,266585155961;62,6008832226104;154;-0,98084909837742;0,154;999;4;115,82688854055;173,818768606284;70,3090928213015;216;-0,824813373899266;0,216;999;NA;NA;NA;NA;NA;NA;-0,286912511000027;-0,510172572169303;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2413102.58108635, 2685480.93779561, 2590528.15227445, 2327780.50391289, 2413102.58108635, -1567087.13932199, -1743971.71239164, -1882128.87262253, -1691231.53195446, -1567087.13932199))
"123";"cell_3.1435";16;760,4270743108;852,525154169253;24730,222014983;274;-0,585647870025109;0,274;999;709,6398500768;9;232,007686573322;91,7141817433;0,207366821848965;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,82790535617411;0,190836401420166;0,0579151172208502;9;232,007686573322;235,791438384861;38,7774391056371;421;-0,0975761138127454;0,421;999;9;91,7141817433;132,701239368013;38,0794503891614;132;-1,07635633408141;0,132;999;NA;NA;NA;NA;NA;NA;0,520893444898588;0,0376399141132881;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2063331.23342781, 2327780.50391289, 2236078.14218024, 1982046.78808427, 2063331.23342781, -1499097.89044706, -1691231.53195446, -1810740.37651391, -1605029.84203609, -1499097.89044706))
"124";"cell_3.1436";5;317,6305398937;493,167515911836;9740,73178434985;52;-1,7785776065954;0,052;999;204,8397982107;4;121,607960236967;44,8557157105;-0,331627181676018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,11478032750739;0,023053104297563;-0,00565521221040905;4;121,607960236967;234,929139817552;60,7598058613179;54;-1,86506816429329;0,054;999;4;44,8557157105;175,123789980939;71,4125441294492;38;-1,82416234932483;0,038;999;NA;NA;NA;NA;NA;NA;-1,00754913068281;-1,76643012915282;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2327780.50391289, 2590528.15227445, 2488474.90915331, 2236078.14218024, 2327780.50391289, -1691231.53195446, -1882128.87262253, -2015127.24843874, -1810740.37651391, -1691231.53195446))
"125";"cell_3.1437";4;389,771333902;494,647741395826;8939,12162139627;152;-1,10925240568902;0,152;999;282,438112708;4;149,2932385975;114,26774932525;-0,120946593316114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,73833876228472;0,0223031054018218;0,0266632169858955;4;149,2932385975;236,469810621931;60,3098465482802;93;-1,44547825958475;0,093;999;4;114,26774932525;178,102350696821;70,424766674409;181;-0,906422617865307;0,181;999;NA;NA;NA;NA;NA;NA;-0,632928454185376;-0,537770825706698;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2590528.15227445, 2851387.79756645, 2739058.05049066, 2488474.90915331, 2590528.15227445, -1882128.87262253, -2071654.49876757, -2218045.47528158, -2015127.24843874, -1882128.87262253))
"126";"cell_3.1438";9;589,885624534;792,042995312738;20596,3257868981;82;-1,40862276952081;0,082;999;543,15223436;8;157,420628821357;100,6729711235;-0,161190303357704;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,07985942392313;0,0915805788074611;0,0858417178726097;8;157,420628821357;235,824233795;41,4655156896851;41;-1,89081466055771;0,041;999;8;100,6729711235;138,016122096684;40,7843333887427;192;-0,915624894913473;0,192;999;NA;NA;NA;NA;NA;NA;-0,516478439530024;0,0734867984197136;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2851387.79756645, 3110176.05416844, 2987651.40500493, 2739058.05049066, 2851387.79756645, -2071654.49876757, -2259675.17293727, -2419352.40452562, -2218045.47528158, -2071654.49876757))
"127";"cell_3.1449";13;487,4748713378;796,101497975187;21100,0025482616;16;-2,12467319110737;0,016;999;436,6876471038;8;147,287333803189;58,9655769626375;-0,460271537967818;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,65973302624152;0,129435095665545;-0,0965606429779433;8;147,287333803189;238,680333876332;41,7471997741973;25;-2,18920072645518;0,025;999;8;58,9655769626375;137,061399247218;41,2082201173505;14;-1,89515155136969;0,014;999;NA;NA;NA;NA;NA;NA;-0,653596144666256;-0,664773920790061;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(1982046.78808427, 2236078.14218024, 2138246.84568776, 1895329.69026497, 1982046.78808427, -1605029.84203609, -1810740.37651391, -1925286.10756436, -1706562.51839235, -1605029.84203609))
"128";"cell_3.1452";12;604,282765181;790,417683010359;20789,9902043817;98;-1,29092410270375;0,098;999;553,495540947;8;168,13687577925;92,0429682725875;-0,119144771368393;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,23897620294117;0,161467558465011;0,0288851587009687;8;168,13687577925;235,964303824784;41,4696093758442;71;-1,63559360858228;0,071;999;8;92,0429682725875;138,998286724712;42,8895300290747;133;-1,09479675856306;0,133;999;NA;NA;NA;NA;NA;NA;-0,371472576392226;-0,0792724961773985;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2739058.05049066, 2987651.40500493, 2856937.81100941, 2619220.73568806, 2739058.05049066, -2218045.47528158, -2419352.40452562, -2572398.35934029, -2358356.94332229, -2218045.47528158))
"129";"cell_3.1463";43;455,5736440501;921,09736662493;24995,4663521463;2;-2,94449753475751;0,002;999;404,7864198161;10;90,1805274556111;50,097703172;-0,799421644099069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,40999251781275;0,21375773634217;-0,202988930976596;10;90,1805274556111;237,146626208683;36,1398631712345;2;-4,06659256170205;0,002;999;10;50,097703172;128,638506814433;35,6030977630147;8;-2,20601039171436;0,008;999;NA;NA;NA;NA;NA;NA;-1,35574040201455;-0,610080745684521;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(1895329.69026497, 2138246.84568776, 2034554.76321897, 1803417.62550741, 1895329.69026497, -1706562.51839235, -1925286.10756436, -2034554.76321897, -1803417.62550741, -1706562.51839235))
