"";"grids";"richness";"PD_obs";"pd_rand_mean";"pd_rand_sd";"pd_obs_rank";"zscore";"pd_obs_p";"reps";"PD";"SR";"mpd";"mntd";"std_resid_loess";"coldspot10_stdPDloess";"hotspot10_stdPDloess";"mpa";"name";"coldspot5_stdPDloess";"hotspot5_stdPDloess";"coldspot2.5_stdPDloess";"hotspot2.5_stdPDloess";"coldspot10_mpd";"hotspot10_mpd";"coldspot5_mpd";"hotspot5_mpd";"coldspot2.5_mpd";"hotspot2.5_mpd";"coldspot10_mntd";"hotspot10_mntd";"coldspot5_mntd";"hotspot5_mntd";"coldspot2.5_mntd";"hotspot2.5_mntd";"coldspot10_sr";"hotspot10_sr";"coldspot5_sr";"hotspot5_sr";"coldspot2.5_sr";"hotspot2.5_sr";"PE";"WE";"std_PE";"ntaxa.x";"mpd.obs";"mpd.rand.mean";"mpd.rand.sd";"mpd.obs.rank";"mpd.obs.z";"mpd.obs.p";"runs.x";"ntaxa.y";"mntd.obs";"mntd.rand.mean";"mntd.rand.sd";"mntd.obs.rank";"mntd.obs.z";"mntd.obs.p";"runs.y";"coldspot10_stdPE";"hotspot10_stdPE";"coldspot5_stdPE";"hotspot5_stdPE";"coldspot2.5_stdPE";"hotspot2.5_stdPE";"loess_mpd";"loess_mntd";"pd_complementarity";"pd_added";"pd_added_perc";"pd_added_perc_hot";"cluster";"ED";"COLOURS";"geometry"
"30";"cell_3.108";15;789,5582515385;978,873057096018;28946,046393982;133;-1,1127303989627;0,133;999;762,3057253885;11;187,363826127647;96,7063359269545;0,0482956405393709;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,50154584732479;0,20709871775272;-0,0367428205270205;11;187,363826127647;235,056044226795;34,732662291698;98;-1,37312301886365;0,098;999;11;96,7063359269545;125,733324857109;32,1273840767247;197;-0,90349680698664;0,197;999;NA;NA;NA;NA;NA;NA;-0,020930234769757;0,278844241474526;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1263071.1165244, -1377705.81212373, -1563653.88668328, -1433547.01934972, -1263071.1165244, -3290412.75358831, -3589046.34552862, -3512024.13114889, -3219799.32258026, -3290412.75358831))
"31";"cell_3.1085";26;674,9443139932;1048,33792595638;30037,703159554;17;-2,15443563172622;0,017;999;647,6917878432;12;156,406920441841;65,5687479585417;-0,429188499889374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,32420211127168;0,251116650258085;-0,223973678700557;12;156,406920441841;236,4970719239;32,6712484277497;15;-2,45139550327172;0,015;999;12;65,5687479585417;121,668154924594;30,252859845226;25;-1,8543505391906;0,025;999;NA;NA;NA;NA;NA;NA;-0,450156075437049;-0,231941754711562;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(1982046.78808427, 2236078.14218024, 2327780.50391289, 2063331.23342781, 1982046.78808427, 1605029.84203609, 1810740.37651391, 1691231.53195446, 1499097.89044706, 1605029.84203609))
"32";"cell_3.1086";26;616,1525804457;573,390861997801;12666,9442152437;627;0,379943676416168;0,627;999;588,9000542957;5;256,78874538248;183,68869507374;0,368809712754819;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,02596483971887;0,147547747515675;-0,0582982357979602;5;256,78874538248;233,501749660733;53,9233190960536;638;0,431853901282782;0,638;999;5;183,68869507374;164,602057024836;58,9675867351078;647;0,323680162368605;0,647;999;NA;NA;NA;NA;NA;NA;0,807809577935187;0,958306782091857;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2236078.14218024, 2488474.90915331, 2590528.15227445, 2327780.50391289, 2236078.14218024, 1810740.37651391, 2015127.24843874, 1882128.87262253, 1691231.53195446, 1810740.37651391))
"33";"cell_3.1087";7;358,31303971;312,044748185248;2428,69907810069;898;0,938850861917273;0,898;999;331,06051356;2;331,06051356;331,06051356;0,166887783372639;NA;NA;NA;NA;NA;NA;NA;NA;NA;331,06051356;NA;331,06051356;NA;331,06051356;NA;331,06051356;NA;331,06051356;NA;331,06051356;2;NA;2;NA;NA;NA;1,95194710672499;0,0131822999470058;0,051196887175306;2;331,06051356;236,34455466302;101,828320328272;882,5;0,930153405178797;0,8825;999;2;331,06051356;237,157883128612;99,2773651937441;888;0,945861428213096;0,888;999;NA;NA;NA;NA;NA;NA;1,89539367857085;2,66130751245748;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2488474.90915331, 2739058.05049066, 2851387.79756645, 2590528.15227445, 2488474.90915331, 2015127.24843874, 2218045.47528158, 2071654.49876757, 1882128.87262253, 2015127.24843874))
"34";"cell_3.1091";174;2510,54623098305;2416,35095512344;61693,0247726903;657;0,379237338783016;0,657;999;2479,64369286105;41;250,975891455486;74,9809172936276;2,74723068519446;NA;2,74723068519446;"Crozet_Islands_Exclusive_Economic_ZoneNA";NA;NA;2,74723068519446;NA;2,74723068519446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41;NA;NA;NA;NA;148,695813523869;3,5760046156411;2,36348046994119;41;250,975891455486;236,959790384199;16,4147361828447;799;0,853873063518134;0,799;999;41;74,9809172936276;80,0822408276024;12,1507060209466;327;-0,419837623030356;0,327;999;NA;2,36348046994119;NA;2,36348046994119;NA;NA;1,23368255724885;0,582631493159222;FALSE;NA;NA;0,0352406168415514;2;0,60588208588518;"#BCA4A8";list(c(3478179.51912708, 3719777.77325896, 3872327.18577451, 3620820.90111523, 3478179.51912708, 2816574.239175, 3012216.64781879, 2813410.3828165, 2630680.37095091, 2816574.239175))
"35";"cell_3.1092";31;1470,62957882105;1484,18691790643;41190,7902629851;481;-0,0667996822019385;0,481;999;1470,62957882105;20;276,746385480426;70,2386595314115;0,952289413731948;NA;0,952289413731948;"Crozet_Islands_Exclusive_Economic_ZoneNA";NA;NA;NA;NA;NA;NA;276,746385480426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72,0174578843173;2,22711022991367;0,43430330436336;20;276,746385480426;236,596728536888;24,1484003601984;964;1,66262180287984;0,964;999;20;70,2386595314115;101,948844668422;21,0610319112696;66;-1,50563302266509;0,066;999;NA;NA;NA;NA;NA;NA;1,13027989228376;-0,0179697832618226;FALSE;NA;NA;0,0122156710510161;2;0,60588208588518;"#BCA4A8";list(c(3719777.77325896, 3958713.4302496, 4121061.67923462, 3872327.18577451, 3719777.77325896, 3012216.64781879, 3205702.92781076, 2994126.57049714, 2813410.3828165, 3012216.64781879))
"36";"cell_3.1099";19;375,3050262384;495,316374716589;9786,06533630453;136;-1,21316049637934;0,136;999;324,5178020044;4;163,6901327812;99,245945133775;-0,16319412124895;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,68376594618175;0,0790744214657258;-0,064057339125157;4;163,6901327812;234,156607975324;62,2741901134936;148;-1,1315518526327;0,148;999;4;99,245945133775;172,693356821417;70,9509942074212;159;-1,03518509512245;0,159;999;NA;NA;NA;NA;NA;NA;-0,438118267763407;-0,803671110041254;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2063331.23342781, 2327780.50391289, 2413102.58108635, 2138960.23128092, 2063331.23342781, 1499097.89044706, 1691231.53195446, 1567087.13932199, 1389057.01574133, 1499097.89044706))
"37";"cell_3.1100";14;580,3006400657;497,078510165862;9464,96761828572;779;0,855419724730203;0,779;999;553,0481139157;4;286,857976532683;233,7549490891;0,435476812804897;NA;NA;NA;NA;NA;NA;NA;NA;NA;286,857976532683;NA;286,857976532683;NA;NA;NA;233,7549490891;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,89403945351704;0,148491578297521;-0,0664751227507667;4;286,857976532683;232,868288445518;61,9773593489634;821;0,871119529039245;0,821;999;4;233,7549490891;174,07422866719;67,9234059441806;781;0,87864734685059;0,781;999;NA;NA;NA;NA;NA;NA;1,2285155420193;1,57726675477104;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2327780.50391289, 2590528.15227445, 2685480.93779561, 2413102.58108635, 2327780.50391289, 1691231.53195446, 1882128.87262253, 1743971.71239164, 1567087.13932199, 1691231.53195446))
"38";"cell_3.1113";19;678,1584901834;575,67148161053;12428,085141803;823;0,919319997180682;0,823;999;650,9059640334;5;289,54450518406;200,53814168504;0,549892298896396;NA;NA;NA;NA;NA;NA;NA;NA;NA;289,54450518406;NA;289,54450518406;NA;NA;NA;200,53814168504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,82067146743963;0,0670938180807766;0,111666967727623;5;289,54450518406;236,408219401056;52,5094361109406;864;1,01193784809913;0,864;999;5;200,53814168504;161,732738102437;59,0059449697037;762;0,65765243828444;0,762;999;NA;NA;NA;NA;NA;NA;1,25104098548166;1,25655808318172;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2138960.23128092, 2413102.58108635, 2491810.51181776, 2208726.48781739, 2138960.23128092, 1389057.01574133, 1567087.13932199, 1438647.46976752, 1275208.83230763, 1389057.01574133))
"39";"cell_3.1114";27;682,2099315532;573,482083533107;12189,015348085;829;0,984819139822977;0,829;999;654,9574054032;5;284,02245263748;210,11163559624;0,56172416272918;NA;NA;NA;NA;NA;NA;NA;NA;NA;284,02245263748;NA;284,02245263748;NA;NA;NA;210,11163559624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,68325455070333;0,0540019449696053;0,175226771013156;5;284,02245263748;236,440304089968;55,1236501938658;811;0,86318936391492;0,811;999;5;210,11163559624;164,300650669209;59,3576552221312;775;0,771778884384749;0,775;999;NA;NA;NA;NA;NA;NA;1,1763198635296;1,42601807085137;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2413102.58108635, 2685480.93779561, 2773073.00673177, 2491810.51181776, 2413102.58108635, 1567087.13932199, 1743971.71239164, 1601034.44691907, 1438647.46976752, 1567087.13932199))
"40";"cell_3.1115";10;647,6995278277;650,43407868934;15115,2311183969;503;-0,0222422444479216;0,503;999;620,4470016777;6;231,848062799367;162,154564222283;0,299908347075838;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,12720630785956;0,111530798363133;0,00607260241647543;6;231,848062799367;234,906653023812;47,2218179032117;426;-0,0647707004993767;0,426;999;6;162,154564222283;152,310044182472;52,0825878255327;604;0,189017490313439;0,604;999;NA;NA;NA;NA;NA;NA;0,46695456536064;0,808275964253597;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2685480.93779561, 2955902.08888665, 3052314.45804345, 2773073.00673177, 2685480.93779561, 1743971.71239164, 1919585.26127138, 1762254.57400277, 1601034.44691907, 1743971.71239164))
"41";"cell_3.1126";10;298,3118038032;924,057878123901;27646,1626859904;1;-3,76340280296468;0,001;999;130,0860585017;10;31,3483818618867;21,67186249416;-1,2586904598258;NA;NA;NA;NA;NA;NA;NA;NA;31,3483818618867;NA;31,3483818618867;NA;31,3483818618867;NA;21,67186249416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,82841867519809;0,260005933491091;-0,315168386310636;10;31,3483818618867;238,242983683719;33,5891062649971;1;-6,15957448196338;0,001;999;10;21,67186249416;129,882137025578;36,3136306505997;1;-2,97988035326428;0,001;999;NA;NA;NA;NA;NA;NA;-2,1518219112955;-1,11324528053952;FALSE;NA;NA;NA;1;0,65659849444449;"#D79C9A";list(c(1924023.42742002, 2208726.48781739, 2272438.77857745, 1979523.25535847, 1924023.42742002, 1110835.4437481, 1275208.83230763, 1157865.39010325, 1008617.4764712, 1110835.4437481))
"42";"cell_3.1127";116;1164,286806669;1767,28184684751;49414,6933676938;4;-2,71259956362999;0,004;999;1137,034280519;26;174,228930660413;57,9600711540038;-0,30203962509821;NA;NA;NA;"East Antarctic";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,3520787421244;0,553302081130742;-0,136330655821222;26;174,228930660413;236,956147432006;22,200408048446;8;-2,82549837078258;0,008;999;26;57,9600711540038;94,0463493646403;16,8558916420672;14;-2,14087032456805;0,014;999;NA;NA;NA;NA;NA;NA;-0,0968577518622721;-0,0678251486753424;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2208726.48781739, 2491810.51181776, 2563688.5631399, 2272438.77857745, 2208726.48781739, 1275208.83230763, 1438647.46976752, 1306264.56749758, 1157865.39010325, 1275208.83230763))
"43";"cell_3.1128";35;616,1525800462;576,577952024761;12173,7892644593;630;0,358677349359261;0,63;999;588,9000538962;5;256,78874522268;183,68869499384;0,368809711588116;NA;NA;NA;"East Antarctic";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,22593959433674;0,0503255252934527;0,0580656972162906;5;256,78874522268;236,194024345448;52,9752002208946;623;0,388761548637027;0,623;999;5;183,68869499384;163,294163562891;59,1175908978736;653;0,344982451436167;0,653;999;NA;NA;NA;NA;NA;NA;0,807809575772868;0,95830678067755;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2491810.51181776, 2773073.00673177, 2853064.27531042, 2563688.5631399, 2491810.51181776, 1438647.46976752, 1601034.44691907, 1453708.85731404, 1306264.56749758, 1438647.46976752))
"44";"cell_3.1129";8;505,7039691227;573,371683732446;12022,3246084629;278;-0,61714509841093;0,278;999;478,4514429727;5;201,06959588128;137,78725358734;0,0462546489113754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,5947262689575;0,0281974650297992;0,0604974211512357;5;201,06959588128;235,124551896605;52,33859437062;271;-0,650666232535314;0,271;999;5;137,78725358734;162,694860199544;59,0796666185407;355;-0,421593553887583;0,355;999;NA;NA;NA;NA;NA;NA;0,0538512753248999;0,145807418698058;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2773073.00673177, 3052314.45804345, 3140360.64543453, 2853064.27531042, 2773073.00673177, 1601034.44691907, 1762254.57400277, 1600093.66943964, 1453708.85731404, 1601034.44691907))
"45";"cell_3.1140";58;348,9624182098;1228,00864622413;34522,1067397806;1;-4,73111025635264;0,001;999;180,7366729083;15;38,07806995496;18,14523336118;-1,80201996503785;-1,80201996503785;NA;NA;NA;NA;NA;NA;NA;38,07806995496;NA;38,07806995496;NA;NA;NA;18,14523336118;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,84658676637076;0,362415148733962;-0,454305338129386;15;38,07806995496;236,841485388525;28,2864412884213;1;-7,02680883066497;0,001;999;15;18,14523336118;112,931542506845;26,4553342395153;1;-3,582880801562;0,001;999;NA;NA;NA;NA;NA;NA;-2,11657240391757;-1,04692549016913;FALSE;NA;NA;NA;1;0,65659849444449;"#D79C9A";list(c(1979523.25535847, 2272438.77857745, 2329922.47260072, 2029597.34764895, 1979523.25535847, 1008617.4764712, 1157865.39010325, 1037348.31934683, 903634.958799435, 1008617.4764712))
"46";"cell_3.1141";36;920,752646487846;1047,50944791616;29221,4467268309;218;-0,741515809553996;0,218;999;893,500120337846;12;206,355086073371;110,346209584221;0,288672244861794;NA;NA;NA;"East Antarctic";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,81223125126448;0,290618030430484;-0,12347248120422;12;206,355086073371;236,888708396963;31,5246181901412;166;-0,968564381634297;0,166;999;12;110,346209584221;122,00495359603;31,1112233091365;357;-0,374743991773076;0,357;999;NA;NA;NA;NA;NA;NA;0,225712715008776;0,560662091423287;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2272438.77857745, 2563688.5631399, 2628539.72231028, 2329922.47260072, 2272438.77857745, 1157865.39010325, 1306264.56749758, 1170301.28484547, 1037348.31934683, 1157865.39010325))
"47";"cell_3.1142";22;425,711927872;495,026662932564;8911,7819691936;222;-0,73424887742698;0,222;999;398,459401722;4;199,947199625833;132,23804636075;-0,0159853770210337;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,30693502065967;0,0240133646113892;0,0524876223628613;4;199,947199625833;235,09355951042;59,6729982201606;234;-0,588982637589544;0,234;999;4;132,23804636075;176,517430160432;68,749637084824;269;-0,644067164238981;0,269;999;NA;NA;NA;NA;NA;NA;0,0524907386647823;-0,21967940137382;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2563688.5631399, 2853064.27531042, 2925235.49302451, 2628539.72231028, 2563688.5631399, 1306264.56749758, 1453708.85731404, 1302398.75277717, 1170301.28484547, 1306264.56749758))
"48";"cell_3.1146";22;1136,1016679996;1042,5119400193;30457,662482415;710;0,536265551974651;0,71;999;1136,1016679996;12;265,617503129517;139,010083298775;0,91757935877027;NA;0,91757935877027;"Kerguelen_Exclusive_Economic_ZoneNA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48,0168379784224;1,0124704515447;1,00284609758751;12;265,617503129517;235,507908098663;32,6009032717181;819;0,92358161919317;0,819;999;12;139,010083298775;119,598922035387;30,5195731001749;751;0,63602335457559;0,751;999;NA;1,00284609758751;NA;NA;NA;NA;1,0276164011243;1,06804003841818;FALSE;NA;NA;0,0117704213113252;2;0,60588208588518;"#BCA4A8";list(c(3707910.97669612, 3987771.66393624, 4088646.48103818, 3801706.42767119, 3707910.97669612, 1889275.00708642, 2031871.14954826, 1820382.697444, 1692628.75472106, 1889275.00708642))
"49";"cell_3.1147";22;1532,38461025595;1162,84794927914;32396,7213175587;981;2,05308533235775;0,981;999;1532,38461025595;14;302,706833309911;155,947656769571;1,78994476374211;NA;1,78994476374211;"Kerguelen_Exclusive_Economic_ZoneNA";NA;NA;1,78994476374211;NA;NA;NA;302,706833309911;NA;302,706833309911;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98,6310692355673;1,47367329792362;2,91330396126173;14;302,706833309911;235,448966892312;29,9533593859102;998;2,24541980587449;0,998;999;14;155,947656769571;114,109542253997;27,3644567321091;938;1,52892180265656;0,938;999;NA;2,91330396126173;NA;2,91330396126173;NA;2,91330396126173;1,48636187543151;1,39143983970204;TRUE;192,782782926;0,0100417203504178;0,0229608521506857;2;0,60588208588518;"#BCA4A8";list(c(3987771.66393624, 4264766.7605336, 4372648.45567725, 4088646.48103818, 3987771.66393624, 2031871.14954826, 2173007.20064978, 1946828.52323758, 1820382.697444, 2031871.14954826))
"50";"cell_3.1154";59;486,335023609746;1533,99804808845;46336,0930038007;1;-4,8670063239118;0,001;999;378,060683320246;21;51,7766518512168;24,6050887194736;-1,99687507351355;-1,99687507351355;NA;NA;NA;-1,99687507351355;NA;NA;NA;51,7766518512168;NA;NA;NA;NA;NA;24,6050887194736;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,23639166674647;0,625949277954772;-0,603756555458413;21;51,7766518512168;236,989561052365;24,0590626193579;1;-7,698259576087;0,001;999;21;24,6050887194736;100,489158200669;20,6303059540155;1;-3,67828134252297;0,001;999;NA;NA;NA;NA;NA;NA;-1,89331109636457;-0,798562714484696;FALSE;NA;NA;NA;1;0,65659849444449;"#D79C9A";list(c(2029597.34764895, 2329922.47260072, 2381020.01107751, 2074108.45468511, 2029597.34764895, 903634.958799435, 1037348.31934683, 913987.948952283, 796175.640516498, 903634.958799435))
"51";"cell_3.1155";60;943,8357650529;1271,07356686985;38280,2146538851;50;-1,67253911981573;0,05;999;916,5832389029;16;200,742347740462;74,7469754191312;-0,19205368247464;NA;NA;NA;"East Antarctic";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,67516239596567;0,389190249565474;-0,305740463128274;16;200,742347740462;236,679836398175;28,0302048966172;106;-1,28209867855978;0,106;999;16;74,7469754191312;110,535627302007;25,0633523411422;76;-1,42792757312546;0,076;999;NA;NA;NA;NA;NA;NA;0,0690886291144288;-0,0396616385914732;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2329922.47260072, 2628539.72231028, 2686186.23680937, 2381020.01107751, 2329922.47260072, 1037348.31934683, 1170301.28484547, 1031130.28771824, 913987.948952283, 1037348.31934683))
"52";"cell_3.1156";50;785,6597633179;716,005636769757;18411,0635588156;693;0,513342725366069;0,693;999;758,4072371679;7;248,60316172121;177,253887128443;0,552922026675439;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,47111715513318;0,0943913184576952;0,200901322266832;7;248,60316172121;236,162776157387;44,0265160932746;579;0,282565750546024;0,579;999;7;177,253887128443;146,757032803687;46,7315382248169;751;0,652596843229108;0,751;999;NA;NA;NA;NA;NA;NA;0,702553442537438;1,27000485549343;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2628539.72231028, 2925235.49302451, 2989388.84358284, 2686186.23680937, 2628539.72231028, 1170301.28484547, 1302398.75277717, 1147518.86378756, 1031130.28771824, 1170301.28484547))
"53";"cell_3.1157";8;505,7039691227;573,371683732446;12022,3246084629;278;-0,61714509841093;0,278;999;478,4514429727;5;201,06959588128;137,78725358734;0,0462546489113754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,5947262689575;0,0281974650297992;0,0604974211512357;5;201,06959588128;235,124551896605;52,33859437062;271;-0,650666232535314;0,271;999;5;137,78725358734;162,694860199544;59,0796666185407;355;-0,421593553887583;0,355;999;NA;NA;NA;NA;NA;NA;0,0538512753248999;0,145807418698058;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(2925235.49302451, 3219799.32258026, 3290412.75358831, 2989388.84358284, 2925235.49302451, 1302398.75277717, 1433547.01934972, 1263071.1165244, 1147518.86378756, 1302398.75277717))
"54";"cell_3.1158";5;342,381357724746;412,480247323801;6421,09137567936;190;-0,874795848759188;0,19;999;287,558810276746;3;191,705873517831;107,491275849949;-0,0752249900173176;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,21775323518484;0,279761904761905;-0,282690952575184;3;191,705873517831;233,996100846719;74,4605072372755;209;-0,567955133506226;0,209;999;3;107,491275849949;196,903362046362;83,5617629346713;175;-1,07001196547655;0,175;999;NA;NA;NA;NA;NA;NA;-0,0308173874759658;-0,959512454263327;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(3219799.32258026, 3512024.13114889, 3589046.34552862, 3290412.75358831, 3219799.32258026, 1433547.01934972, 1563653.88668328, 1377705.81212373, 1263071.1165244, 1433547.01934972))
"55";"cell_3.1160";91;1962,7695566266;1961,43949778884;53405,4280447232;509;0,00575543499488219;0,509;999;1962,7695566266;30;260,572890029117;75,6499029286233;1,83535455363036;NA;1,83535455363036;"Kerguelen_Exclusive_Economic_ZoneNA";NA;NA;1,83535455363036;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;113,785309722494;2,72829813439855;1,79847106199324;30;260,572890029117;236,315949317614;19,3265530427488;901;1,25510951993608;0,901;999;30;75,6499029286233;88,8272125827878;15,3321272472404;195;-0,859457363069836;0,195;999;NA;1,79847106199324;NA;1,79847106199324;NA;NA;1,18693785615925;0,362267453378654;FALSE;NA;NA;0,0235433547468206;2;0,60588208588518;"#BCA4A8";list(c(3801706.42767119, 4088646.48103818, 4178314.60233392, 3885081.66558138, 3801706.42767119, 1692628.75472106, 1820382.697444, 1603904.7028993, 1491343.12459218, 1692628.75472106))
"56";"cell_3.1161";171;3059,80646430875;2707,71608753444;70325,528770736;909;1,32769295893201;0,909;999;3059,80646430875;49;262,071635734307;80,5697099109752;3,70209477232905;NA;3,70209477232905;"Kerguelen_Exclusive_Economic_ZoneNA";NA;NA;3,70209477232905;NA;3,70209477232905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49;NA;49;NA;NA;170,509606457155;4,1503274813133;2,66779531434762;49;262,071635734307;235,859543098645;14,7617192131881;968;1,77568020750884;0,968;999;49;80,5697099109752;74,8526570150047;10,4579626233954;711;0,546669853569849;0,711;999;NA;2,66779531434762;NA;2,66779531434762;NA;2,66779531434762;1,39387427732727;0,773301891861533;FALSE;NA;NA;0,0474893149985051;2;0,60588208588518;"#BCA4A8";list(c(4088646.48103818, 4372648.45567725, 4468545.02534295, 4178314.60233392, 4088646.48103818, 1820382.697444, 1946828.52323758, 1715313.72416558, 1603904.7028993, 1820382.697444))
